EmployeeID,Age,Gender,MaritalStatus,Education,Department,JobRole,JobLevel,YearsAtCompany,YearsSinceLastPromotion,MonthlyIncome,OverTime,BusinessTravel,DistanceFromHome,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,Attrition
E00683,22,Female,Single,PhD,HR,HR Business Partner,4,2,0,3971,Yes,Travel_Frequently,9,3,3,2,4,No
E00684,41,Male,Married,Bachelor,Finance,Accountant,2,8,0,4147,No,Non-Travel,11,1,3,3,3,No
E00685,33,Female,Single,High School,Operations,Operations Manager,2,4,4,10458,No,Travel_Rarely,4,2,4,1,3,Yes
E00686,30,Female,Married,High School,Finance,Finance Manager,1,12,6,3854,Yes,Travel_Frequently,2,3,1,1,3,Yes
E00687,45,Female,Married,High School,Finance,Financial Analyst,1,2,0,6598,Yes,Travel_Rarely,1,1,1,4,3,Yes
E00688,29,Male,Divorced,Bachelor,Operations,Logistics Coordinator,1,8,0,3818,No,Travel_Frequently,12,4,4,4,3,No
E00689,32,Female,Married,High School,Sales,Sales Manager,2,0,0,8491,No,Travel_Rarely,10,4,1,3,3,No
E00690,44,Female,Married,Bachelor,Marketing,Content Strategist,1,20,1,5589,No,Travel_Frequently,10,1,3,3,3,Yes
E00691,37,Female,Single,Master,R&D,Senior Engineer,1,7,1,10127,No,Travel_Rarely,26,1,4,2,3,No
E00692,21,Male,Divorced,Bachelor,Finance,Financial Analyst,2,0,0,4400,No,Travel_Rarely,4,4,2,2,3,Yes
E00693,31,Female,Single,High School,Finance,Accountant,3,1,0,12271,No,Travel_Rarely,5,1,3,4,3,No
E00694,29,Female,Divorced,Bachelor,HR,HR Specialist,4,1,1,5593,No,Travel_Frequently,1,3,1,4,3,Yes
E00695,30,Female,Divorced,High School,Marketing,Content Strategist,2,5,1,4541,No,Travel_Rarely,18,2,1,1,3,No
E00696,34,Male,Married,High School,Finance,Finance Manager,2,2,2,3695,Yes,Non-Travel,1,1,2,2,4,Yes
E00697,24,Male,Single,Bachelor,Finance,Finance Manager,3,4,4,2252,No,Travel_Frequently,1,2,1,1,3,Yes
E00698,22,Male,Married,Bachelor,Finance,Accountant,1,4,1,6173,Yes,Travel_Frequently,6,4,3,1,3,No
E00699,28,Male,Married,Bachelor,IT,Software Engineer,3,4,0,6019,Yes,Travel_Rarely,11,2,3,1,3,Yes
E00700,32,Male,Single,High School,Marketing,Brand Manager,1,6,6,4512,No,Travel_Rarely,1,2,4,2,3,No
E00701,36,Male,Single,High School,IT,IT Support,2,2,2,3513,Yes,Travel_Rarely,3,2,1,4,4,Yes
E00702,19,Male,Single,Master,Marketing,Content Strategist,3,1,0,3322,No,Travel_Rarely,15,3,4,4,3,No
E00703,39,Male,Divorced,Bachelor,Operations,Operations Manager,1,1,1,5842,No,Travel_Rarely,7,4,2,2,3,No
E00704,27,Male,Single,High School,Marketing,Brand Manager,3,9,1,14759,No,Travel_Rarely,9,1,3,3,3,No
E00705,30,Male,Married,High School,Operations,Operations Analyst,1,2,1,5298,No,Travel_Frequently,13,3,2,4,3,No
E00706,33,Male,Single,Master,R&D,Research Scientist,1,5,0,6239,Yes,Non-Travel,17,2,4,4,3,Yes
E00707,34,Female,Single,High School,HR,HR Specialist,2,2,2,12538,No,Travel_Rarely,6,4,3,3,3,No
E00708,19,Male,Single,Bachelor,Marketing,Marketing Specialist,3,1,1,3234,No,Travel_Rarely,8,2,2,1,3,Yes
E00709,39,Female,Single,High School,Marketing,Brand Manager,3,0,0,3381,No,Non-Travel,11,3,4,2,3,No
E00710,19,Female,Single,High School,HR,HR Specialist,2,0,0,8357,No,Travel_Rarely,4,1,2,4,3,No
E00711,33,Female,Single,PhD,Finance,Finance Manager,4,11,0,5631,No,Travel_Rarely,1,4,1,4,4,No
E00712,43,Male,Married,Bachelor,HR,HR Specialist,3,8,1,4410,Yes,Travel_Rarely,2,4,2,3,3,No
E00713,42,Female,Married,PhD,Sales,Account Executive,2,1,0,4552,Yes,Travel_Rarely,3,1,3,2,4,Yes
E00714,23,Male,Divorced,Bachelor,R&D,Lab Technician,3,3,0,7388,No,Travel_Rarely,3,2,3,2,3,No
E00715,24,Female,Single,PhD,Sales,Sales Manager,1,3,0,9215,No,Travel_Rarely,6,4,2,4,3,No
E00716,55,Male,Divorced,High School,Marketing,Marketing Specialist,1,6,5,12558,No,Non-Travel,10,2,3,4,3,No
E00717,35,Female,Married,High School,Finance,Financial Analyst,3,9,1,3124,Yes,Travel_Rarely,12,1,4,1,3,Yes
E00718,36,Female,Single,Bachelor,Finance,Accountant,2,10,0,14885,No,Travel_Rarely,1,2,1,1,3,No
E00719,32,Female,Single,PhD,HR,HR Business Partner,4,2,1,5071,Yes,Travel_Rarely,6,2,1,1,3,No
E00720,26,Female,Single,Master,IT,Software Engineer,3,3,1,4114,No,Non-Travel,8,4,4,2,3,No
E00721,46,Female,Divorced,High School,Marketing,Brand Manager,2,1,0,12005,No,Non-Travel,14,1,1,4,3,No
E00722,40,Female,Divorced,High School,HR,HR Business Partner,2,1,0,3135,Yes,Travel_Rarely,17,3,2,1,3,Yes
E00723,39,Female,Divorced,High School,Operations,Logistics Coordinator,2,2,2,6629,Yes,Travel_Rarely,9,3,1,1,4,No
E00724,23,Female,Single,High School,HR,HR Business Partner,1,5,1,6263,No,Travel_Rarely,1,2,1,2,4,Yes
E00725,39,Female,Divorced,PhD,Marketing,Brand Manager,4,1,1,5601,No,Travel_Rarely,16,2,2,3,3,Yes
E00726,31,Male,Married,Master,HR,HR Specialist,1,4,4,7031,No,Travel_Rarely,11,1,3,3,3,No
E00727,54,Female,Single,High School,Finance,Finance Manager,1,6,1,3814,No,Travel_Rarely,3,3,1,2,3,No
E00728,40,Male,Divorced,Bachelor,Finance,Financial Analyst,1,5,2,13328,Yes,Travel_Rarely,15,3,1,1,3,Yes
E00729,28,Male,Married,Master,Finance,Financial Analyst,2,2,0,4177,No,Travel_Rarely,30,2,1,3,3,No
E00730,43,Male,Divorced,Master,Finance,Accountant,2,1,1,2939,No,Travel_Frequently,2,1,3,2,3,Yes
E00731,20,Female,Married,Master,Finance,Finance Manager,3,2,1,10940,Yes,Travel_Rarely,13,3,3,4,3,No
E00732,54,Female,Married,High School,Operations,Operations Analyst,2,0,0,5613,Yes,Travel_Rarely,21,3,2,3,3,Yes
E00733,30,Male,Divorced,Master,R&D,Lab Technician,2,2,0,3064,No,Travel_Rarely,1,3,4,2,3,No
E00734,48,Female,Divorced,Bachelor,R&D,Research Scientist,2,3,3,6825,Yes,Travel_Rarely,1,2,2,2,4,Yes
E00735,35,Male,Divorced,Master,Finance,Accountant,1,0,0,7908,No,Travel_Frequently,7,3,2,2,3,No
E00736,35,Male,Single,PhD,HR,HR Specialist,2,4,0,10679,No,Non-Travel,2,3,4,2,4,No
E00737,43,Female,Divorced,Master,Finance,Financial Analyst,2,0,0,7180,No,Travel_Rarely,3,4,3,2,4,Yes
E00738,38,Female,Single,Bachelor,Finance,Accountant,1,0,0,2890,Yes,Non-Travel,13,2,4,3,3,No
E00739,31,Male,Married,Master,Marketing,Content Strategist,1,2,2,3474,Yes,Travel_Frequently,4,1,3,1,4,Yes
E00740,26,Female,Single,High School,Sales,Sales Manager,1,1,1,6606,Yes,Travel_Rarely,1,1,2,2,3,No
E00741,36,Female,Divorced,High School,Sales,Account Executive,2,3,2,3103,Yes,Travel_Rarely,1,4,1,4,3,Yes
E00742,35,Female,Single,Master,Marketing,Brand Manager,2,0,0,2161,No,Travel_Frequently,2,4,2,4,3,Yes
E00743,31,Female,Divorced,PhD,HR,HR Business Partner,1,7,0,8812,No,Travel_Rarely,1,3,4,1,3,No
E00744,38,Female,Single,High School,IT,IT Support,5,2,0,2977,Yes,Travel_Rarely,1,3,2,4,3,No
E00745,38,Female,Single,High School,R&D,Research Scientist,1,1,0,3339,Yes,Travel_Rarely,8,3,4,3,3,Yes
E00746,38,Male,Single,Bachelor,Finance,Finance Manager,1,12,1,12323,Yes,Travel_Rarely,4,3,4,2,3,No
E00747,38,Female,Divorced,Master,IT,IT Support,2,1,0,6391,No,Travel_Frequently,30,3,4,1,3,No
E00748,30,Male,Married,Master,Finance,Finance Manager,2,0,0,7118,No,Travel_Rarely,5,4,2,1,3,No
E00749,60,Female,Divorced,Bachelor,Marketing,Content Strategist,2,0,0,5411,No,Non-Travel,1,4,1,3,3,No
E00750,42,Female,Divorced,PhD,Sales,Sales Executive,1,3,1,12102,Yes,Travel_Rarely,30,3,4,1,3,No
E00751,25,Male,Married,Bachelor,Operations,Operations Manager,4,0,0,10286,No,Non-Travel,2,3,4,1,3,No
E00752,27,Male,Married,Bachelor,Operations,Operations Analyst,2,0,0,6912,No,Travel_Rarely,6,2,3,4,3,No
E00753,24,Female,Divorced,High School,Sales,Sales Manager,1,4,0,4600,No,Travel_Rarely,5,3,4,3,3,Yes
E00754,52,Female,Divorced,Master,Operations,Operations Analyst,2,1,1,4021,No,Travel_Rarely,5,2,1,2,3,No
E00755,33,Male,Single,Master,HR,Recruiter,1,4,0,4518,Yes,Travel_Frequently,1,3,1,3,3,No
E00756,44,Male,Divorced,Bachelor,HR,HR Business Partner,1,1,1,4283,Yes,Travel_Rarely,1,4,3,2,3,Yes
E00757,47,Male,Single,High School,IT,Data Analyst,3,3,1,3862,No,Travel_Rarely,2,1,4,4,3,No
E00758,24,Female,Single,Master,Finance,Accountant,1,6,1,3210,No,Travel_Rarely,19,3,3,2,3,No
E00759,23,Male,Divorced,Bachelor,Sales,Account Executive,3,5,3,3028,Yes,Travel_Rarely,16,1,2,2,3,No
E00760,50,Male,Single,High School,HR,HR Specialist,2,2,2,15385,No,Travel_Rarely,3,2,2,1,3,No
E00761,34,Male,Married,High School,IT,IT Support,1,2,2,1628,No,Travel_Rarely,1,4,1,2,4,Yes
E00762,51,Male,Divorced,Bachelor,HR,HR Specialist,2,1,0,9797,No,Travel_Rarely,1,1,3,1,3,No
E00763,47,Female,Divorced,Master,Operations,Operations Analyst,2,0,0,6454,No,Travel_Frequently,7,2,3,1,4,Yes
E00764,26,Male,Divorced,Bachelor,HR,HR Specialist,1,8,0,6728,Yes,Non-Travel,12,2,1,1,3,No
E00765,36,Male,Single,PhD,Marketing,Marketing Specialist,1,3,1,2118,No,Travel_Rarely,8,3,2,1,3,No
E00766,47,Female,Married,PhD,HR,Recruiter,1,0,0,5263,No,Travel_Rarely,12,2,4,1,3,Yes
E00767,20,Female,Single,PhD,R&D,Senior Engineer,2,0,0,3063,Yes,Travel_Rarely,12,2,4,1,4,No
E00768,30,Male,Single,Master,Sales,Account Executive,2,7,2,6738,No,Travel_Rarely,7,2,4,3,3,No
E00769,36,Female,Divorced,PhD,Finance,Financial Analyst,2,3,0,3232,No,Travel_Frequently,5,4,3,4,3,No
E00770,43,Male,Married,Master,R&D,Senior Engineer,1,11,0,5716,No,Travel_Rarely,1,4,3,4,3,No
E00771,50,Male,Single,Bachelor,R&D,Research Scientist,3,11,0,7945,Yes,Travel_Rarely,6,4,1,4,3,No
E00772,46,Male,Married,Bachelor,Finance,Accountant,4,2,0,6467,No,Travel_Frequently,10,1,2,1,3,No
E00773,27,Female,Divorced,Master,Operations,Operations Manager,2,3,0,7581,No,Travel_Rarely,3,1,2,4,3,No
E00774,41,Female,Single,PhD,IT,IT Support,1,1,0,3146,No,Travel_Rarely,28,3,4,4,3,No
E00775,37,Male,Single,High School,Sales,Sales Executive,2,0,0,9822,No,Travel_Rarely,18,3,4,4,3,Yes
E00776,53,Female,Divorced,Master,Marketing,Marketing Specialist,3,3,2,2875,Yes,Travel_Rarely,3,1,4,1,4,No
E00777,19,Male,Married,PhD,R&D,Lab Technician,1,1,1,4609,Yes,Travel_Rarely,3,1,1,4,3,No
E00778,31,Male,Married,High School,Finance,Finance Manager,3,0,0,7823,No,Travel_Rarely,5,3,3,1,3,No
E00779,36,Male,Single,Master,Finance,Accountant,1,6,2,4977,No,Travel_Rarely,16,3,4,4,3,No
E00780,36,Female,Married,High School,Marketing,Marketing Specialist,2,6,1,9397,No,Travel_Frequently,11,4,4,2,3,No
E00781,36,Male,Divorced,High School,Operations,Logistics Coordinator,1,4,3,8309,No,Travel_Frequently,2,4,4,4,3,No
E00782,35,Female,Married,High School,Finance,Accountant,2,0,0,5148,No,Travel_Rarely,4,4,4,3,3,No
E00783,24,Male,Divorced,Master,Sales,Account Executive,3,6,0,4012,Yes,Travel_Rarely,6,1,2,3,3,Yes
E00784,47,Male,Divorced,Bachelor,Finance,Financial Analyst,1,3,0,3349,No,Travel_Frequently,2,4,3,3,3,No
E00785,38,Male,Married,Bachelor,R&D,Research Scientist,2,3,0,5894,No,Travel_Rarely,21,3,1,1,3,No
E00786,38,Female,Divorced,PhD,Sales,Account Executive,2,3,2,8248,Yes,Travel_Rarely,7,3,1,4,3,No
E00787,27,Female,Married,High School,HR,HR Specialist,1,2,0,9684,No,Travel_Rarely,1,4,1,3,3,No
E00788,39,Female,Single,Master,IT,IT Support,1,0,0,3008,No,Travel_Rarely,17,1,2,3,3,Yes
E00789,29,Male,Married,Master,HR,HR Business Partner,3,2,0,6598,No,Travel_Rarely,1,2,4,1,3,No
E00790,47,Male,Divorced,Master,Sales,Sales Manager,3,3,0,3821,Yes,Travel_Frequently,3,4,2,1,3,No
E00791,36,Male,Divorced,Master,HR,HR Specialist,1,2,0,9229,No,Travel_Rarely,6,4,4,2,4,No
E00792,34,Female,Divorced,PhD,Operations,Operations Manager,3,2,2,10729,Yes,Travel_Rarely,2,4,3,2,3,No
E00793,42,Male,Divorced,PhD,Marketing,Content Strategist,1,1,0,7345,No,Travel_Rarely,18,2,1,2,3,No
E00794,32,Male,Single,Bachelor,HR,Recruiter,1,1,1,3322,No,Travel_Rarely,23,4,1,2,3,Yes
E00795,28,Male,Divorced,Bachelor,Marketing,Content Strategist,1,1,0,6371,No,Travel_Rarely,7,3,4,4,4,No
E00796,32,Male,Married,Bachelor,IT,IT Support,3,2,0,6553,No,Travel_Rarely,13,3,3,2,3,No
E00797,35,Female,Married,PhD,Sales,Sales Executive,3,0,0,10671,No,Travel_Rarely,4,2,1,2,3,No
E00798,42,Male,Single,Master,Operations,Operations Manager,3,0,0,3090,No,Non-Travel,3,4,1,2,4,Yes
E00799,56,Male,Single,Master,IT,DevOps Engineer,3,4,0,13909,No,Travel_Frequently,6,2,1,4,3,No
E00800,25,Male,Married,Bachelor,Operations,Operations Manager,2,0,0,4785,No,Travel_Rarely,1,1,4,3,3,No
E00801,33,Male,Divorced,High School,R&D,Research Scientist,2,3,0,11120,No,Travel_Rarely,6,1,3,4,3,No
E00802,43,Male,Single,High School,IT,DevOps Engineer,3,1,1,4888,No,Non-Travel,6,3,4,2,3,No
E00803,29,Male,Married,Master,R&D,Research Scientist,4,0,0,7059,Yes,Travel_Rarely,22,3,4,4,3,Yes
E00804,26,Female,Single,Master,Marketing,Marketing Specialist,2,8,3,7094,No,Travel_Rarely,7,3,4,4,3,No
E00805,30,Male,Divorced,High School,Finance,Finance Manager,1,3,0,5110,No,Travel_Rarely,18,3,3,1,3,No
E00806,45,Female,Divorced,High School,Marketing,Content Strategist,1,2,2,7007,Yes,Non-Travel,23,2,3,4,3,Yes
E00807,30,Female,Married,Master,Operations,Operations Analyst,4,10,0,6392,Yes,Travel_Rarely,16,4,4,1,3,No
E00808,39,Female,Divorced,PhD,Sales,Sales Executive,1,0,0,17612,Yes,Travel_Frequently,4,3,2,2,3,No
E00809,25,Female,Married,PhD,IT,Software Engineer,3,7,0,6158,Yes,Travel_Rarely,9,3,1,4,3,No
E00810,44,Female,Married,High School,IT,Software Engineer,2,2,2,8113,No,Travel_Rarely,8,2,3,1,3,No
E00811,27,Male,Divorced,Master,IT,Software Engineer,1,0,0,3603,Yes,Travel_Rarely,10,2,4,2,3,Yes
E00812,29,Male,Divorced,PhD,HR,Recruiter,3,0,0,6353,Yes,Non-Travel,9,1,1,2,3,Yes
E00813,34,Female,Married,Bachelor,IT,DevOps Engineer,2,4,1,10357,No,Travel_Frequently,4,4,4,2,3,No
E00814,26,Male,Single,High School,Sales,Sales Manager,2,3,0,7196,No,Travel_Rarely,13,3,2,4,3,No
E00815,48,Male,Single,PhD,Operations,Logistics Coordinator,1,1,1,6310,Yes,Travel_Frequently,2,2,1,4,3,Yes
E00816,42,Male,Divorced,High School,Operations,Operations Manager,4,1,1,4942,Yes,Travel_Rarely,16,3,2,1,3,No
E00817,34,Male,Single,Master,Sales,Account Executive,3,14,0,5573,Yes,Travel_Rarely,5,4,4,4,3,Yes
E00818,41,Male,Divorced,Bachelor,HR,Recruiter,1,4,1,5967,No,Travel_Rarely,4,4,4,2,3,No
E00819,44,Male,Single,Master,IT,DevOps Engineer,2,8,1,9958,No,Travel_Rarely,3,2,4,2,3,No
E00820,23,Female,Single,High School,HR,HR Specialist,1,1,1,6915,No,Travel_Frequently,1,4,2,3,3,No
E00821,34,Female,Divorced,Master,Finance,Financial Analyst,2,3,0,9841,Yes,Travel_Rarely,4,3,4,2,4,No
E00822,39,Female,Married,High School,Sales,Sales Executive,2,7,2,3394,No,Travel_Rarely,5,1,1,3,3,No
E00823,21,Male,Divorced,High School,Sales,Sales Manager,1,3,0,4451,No,Travel_Rarely,1,4,3,4,3,No
E00824,31,Female,Single,High School,Operations,Operations Analyst,1,1,1,8366,No,Non-Travel,9,3,2,4,3,No
E00825,39,Male,Single,PhD,HR,Recruiter,1,3,2,5743,No,Non-Travel,24,4,2,3,3,No
E00826,32,Female,Divorced,Master,IT,DevOps Engineer,2,1,1,5405,No,Travel_Frequently,1,3,4,3,3,No
E00827,31,Female,Single,PhD,Operations,Operations Manager,1,5,5,7550,Yes,Travel_Rarely,4,4,2,3,3,No
E00828,20,Female,Married,Bachelor,Sales,Sales Executive,2,2,1,4813,Yes,Travel_Frequently,13,2,1,2,3,Yes
E00829,19,Female,Divorced,PhD,Marketing,Brand Manager,1,1,0,5666,Yes,Travel_Rarely,1,4,1,4,3,Yes
E00830,28,Male,Married,Bachelor,Finance,Accountant,1,0,0,4925,No,Travel_Rarely,16,1,2,1,4,Yes
E00831,26,Male,Married,High School,IT,Data Analyst,3,2,1,4543,Yes,Travel_Rarely,1,3,2,1,3,No
E00832,25,Male,Married,Master,R&D,Lab Technician,1,7,0,11856,Yes,Travel_Rarely,2,1,3,1,3,Yes
E00833,40,Female,Married,Master,Operations,Operations Analyst,1,0,0,4453,No,Travel_Rarely,2,3,2,1,3,Yes
E00834,44,Female,Married,Bachelor,Operations,Logistics Coordinator,3,9,0,5282,Yes,Travel_Rarely,7,1,3,1,3,No
E00835,33,Female,Single,PhD,R&D,Research Scientist,1,7,2,3187,No,Travel_Rarely,7,3,3,1,3,No
E00836,37,Male,Single,PhD,HR,HR Specialist,1,5,0,2737,No,Travel_Rarely,19,2,4,1,3,Yes
E00837,45,Female,Divorced,Master,IT,IT Support,2,1,0,5344,Yes,Non-Travel,11,3,2,1,3,Yes
E00838,37,Male,Married,PhD,Marketing,Content Strategist,1,7,0,10801,Yes,Travel_Rarely,1,2,3,1,3,No
E00839,51,Female,Divorced,Bachelor,Finance,Accountant,1,3,0,6405,No,Travel_Rarely,16,3,4,1,3,No
E00840,23,Female,Divorced,Bachelor,Finance,Finance Manager,3,3,0,5492,No,Travel_Rarely,27,4,1,1,3,No
E00841,41,Female,Single,PhD,Marketing,Content Strategist,2,4,3,7383,Yes,Travel_Rarely,9,2,4,1,3,Yes
E00842,36,Female,Divorced,High School,HR,HR Specialist,1,0,0,4731,No,Travel_Rarely,5,2,3,2,3,No
E00843,36,Female,Divorced,Master,Operations,Operations Analyst,3,2,2,5083,No,Travel_Rarely,1,1,1,4,3,No
E00844,32,Female,Single,Bachelor,HR,HR Business Partner,2,1,0,4350,No,Travel_Rarely,15,1,1,1,3,No
E00845,42,Female,Married,PhD,IT,IT Support,3,7,6,11281,No,Travel_Rarely,4,1,1,4,3,No
E00846,32,Male,Divorced,Master,IT,IT Support,2,7,7,3351,No,Non-Travel,13,3,3,2,3,Yes
E00847,55,Male,Single,PhD,IT,Software Engineer,1,7,0,4859,No,Travel_Rarely,1,4,1,1,3,No
E00848,37,Female,Divorced,PhD,Finance,Finance Manager,1,7,1,5093,No,Travel_Rarely,4,4,4,3,3,No
E00849,28,Male,Single,Bachelor,IT,DevOps Engineer,1,0,0,6775,No,Travel_Rarely,1,1,2,2,3,Yes
E00850,24,Female,Divorced,Bachelor,IT,Software Engineer,1,3,2,7591,No,Travel_Rarely,2,2,4,2,3,No
E00851,28,Male,Single,Bachelor,Sales,Sales Manager,3,4,1,6532,No,Travel_Frequently,15,4,2,4,3,No
E00852,42,Female,Divorced,Bachelor,Marketing,Content Strategist,3,3,1,6382,Yes,Travel_Rarely,1,4,4,4,3,Yes
E00853,19,Female,Married,PhD,R&D,Lab Technician,1,1,1,6546,No,Travel_Rarely,11,4,1,3,3,Yes
E00854,34,Female,Single,High School,Marketing,Content Strategist,1,3,0,4142,No,Travel_Frequently,1,3,1,4,3,No
E00855,29,Female,Married,High School,Operations,Operations Analyst,1,0,0,5028,Yes,Non-Travel,4,4,3,1,4,Yes
E00856,37,Female,Divorced,Bachelor,Finance,Finance Manager,1,4,2,2948,No,Travel_Rarely,1,3,4,4,3,Yes
E00857,45,Female,Divorced,PhD,Finance,Accountant,2,0,0,6570,No,Travel_Rarely,23,4,2,2,3,No
E00858,45,Male,Divorced,Bachelor,R&D,Lab Technician,2,4,4,7404,No,Travel_Frequently,2,4,4,3,3,No
E00859,43,Male,Divorced,PhD,HR,Recruiter,1,1,1,1775,No,Travel_Rarely,1,1,4,2,3,Yes
E00860,20,Male,Single,Master,Sales,Sales Manager,2,2,2,6404,No,Travel_Rarely,1,4,3,2,4,No
E00861,30,Female,Married,High School,HR,HR Business Partner,2,7,0,4687,No,Travel_Rarely,30,2,2,1,4,No
E00862,25,Female,Married,High School,Operations,Operations Analyst,1,0,0,4322,No,Travel_Rarely,1,1,2,4,3,Yes
E00863,33,Female,Married,High School,IT,DevOps Engineer,3,0,0,7404,Yes,Travel_Frequently,24,2,1,1,3,No
E00864,44,Male,Single,Master,Sales,Account Executive,3,2,0,5577,No,Non-Travel,6,1,1,1,3,Yes
E00865,49,Male,Single,Master,R&D,Senior Engineer,3,5,1,5267,No,Travel_Rarely,6,3,4,4,3,No
E00866,38,Male,Single,PhD,HR,HR Specialist,3,0,0,5802,No,Travel_Rarely,13,1,2,4,4,No
E00867,39,Female,Married,Bachelor,HR,HR Business Partner,1,7,5,1955,Yes,Travel_Rarely,8,2,1,3,3,Yes
E00868,21,Female,Married,PhD,R&D,Senior Engineer,2,2,2,4858,No,Travel_Frequently,1,4,2,2,3,No
E00869,43,Male,Single,Master,IT,DevOps Engineer,3,2,1,6969,Yes,Travel_Rarely,3,1,4,2,4,No
E00870,36,Male,Divorced,Bachelor,HR,HR Business Partner,1,1,1,8077,Yes,Non-Travel,3,2,4,1,3,Yes
E00871,44,Female,Divorced,Master,Operations,Operations Analyst,2,9,4,4252,No,Travel_Rarely,5,3,4,4,3,No
E00872,22,Male,Divorced,PhD,HR,HR Specialist,2,4,2,5996,No,Travel_Rarely,6,3,2,4,4,No
E00873,55,Female,Married,Bachelor,Marketing,Brand Manager,3,2,1,6815,No,Travel_Rarely,9,4,2,3,3,No
E00874,39,Female,Divorced,Master,Operations,Logistics Coordinator,3,4,4,5448,Yes,Travel_Frequently,2,3,2,1,4,No
E00875,46,Female,Divorced,PhD,IT,Data Analyst,1,0,0,6026,No,Travel_Rarely,8,1,1,3,4,Yes
E00876,42,Female,Single,High School,Operations,Operations Analyst,1,0,0,2894,No,Travel_Rarely,7,1,3,3,3,No
E00877,33,Male,Divorced,Bachelor,IT,Software Engineer,2,1,1,10444,Yes,Travel_Rarely,10,4,3,1,3,Yes
E00878,20,Male,Single,Master,HR,HR Business Partner,1,0,0,3162,No,Travel_Rarely,6,3,2,4,3,No
E00879,19,Female,Married,High School,Operations,Logistics Coordinator,5,0,0,3082,Yes,Travel_Frequently,2,2,3,4,3,Yes
E00880,34,Male,Married,PhD,Sales,Sales Executive,1,13,0,5983,No,Travel_Rarely,1,4,2,4,3,No
E00881,25,Female,Divorced,PhD,Operations,Logistics Coordinator,1,0,0,6304,No,Non-Travel,3,4,3,4,3,No
E00882,40,Female,Single,High School,Marketing,Brand Manager,1,1,0,5244,Yes,Travel_Rarely,5,2,2,2,3,Yes
E00883,36,Female,Single,PhD,Marketing,Marketing Specialist,3,2,0,7437,Yes,Travel_Rarely,2,4,4,1,3,No
E00884,37,Male,Married,Master,Sales,Sales Executive,2,6,3,4257,No,Travel_Rarely,8,3,3,1,3,No
E00885,53,Male,Divorced,PhD,HR,HR Business Partner,1,9,0,6738,No,Travel_Rarely,16,3,4,1,3,No
E00886,35,Female,Single,High School,Sales,Sales Manager,1,2,0,4576,No,Travel_Rarely,2,3,2,2,3,No
E00887,37,Female,Divorced,PhD,Operations,Operations Manager,3,2,1,5884,Yes,Travel_Rarely,5,1,1,4,3,No
E00888,49,Female,Married,PhD,HR,HR Business Partner,1,0,0,6659,Yes,Travel_Frequently,25,4,2,2,3,Yes
E00889,29,Female,Married,High School,R&D,Senior Engineer,1,1,1,3617,No,Travel_Frequently,1,3,1,4,3,No
E00890,35,Female,Divorced,High School,Marketing,Brand Manager,1,7,0,5324,Yes,Travel_Rarely,6,3,1,2,3,No
E00891,29,Male,Married,High School,Marketing,Content Strategist,1,0,0,10132,No,Travel_Rarely,5,1,2,1,3,No
E00892,43,Male,Divorced,PhD,Sales,Account Executive,2,0,0,8279,No,Travel_Rarely,4,2,1,3,3,No
E00893,36,Male,Married,PhD,Sales,Account Executive,3,0,0,3608,No,Travel_Frequently,9,3,4,1,3,No
E00894,34,Male,Single,Bachelor,R&D,Lab Technician,1,2,2,5363,No,Travel_Rarely,8,1,3,4,3,No
E00895,19,Female,Divorced,Bachelor,HR,HR Specialist,1,1,0,9773,Yes,Travel_Rarely,16,2,3,1,4,Yes
E00896,33,Female,Married,High School,Sales,Account Executive,1,4,0,3795,No,Travel_Rarely,10,3,2,1,3,No
E00897,60,Male,Single,Bachelor,HR,HR Specialist,2,11,0,6271,No,Travel_Rarely,1,4,3,3,4,No
E00898,30,Female,Single,Master,R&D,Senior Engineer,4,12,5,4275,No,Travel_Rarely,1,2,4,4,3,No
E00899,26,Male,Single,Master,Finance,Finance Manager,2,1,1,5865,No,Travel_Rarely,15,4,1,4,3,Yes
E00900,29,Female,Married,High School,Operations,Logistics Coordinator,4,0,0,4345,No,Travel_Rarely,19,1,2,2,3,Yes
E00901,33,Female,Divorced,PhD,IT,Data Analyst,2,2,0,4436,No,Travel_Rarely,13,2,3,2,3,No
E00902,23,Female,Married,Master,Sales,Sales Executive,3,5,0,3706,No,Travel_Rarely,30,4,3,2,3,Yes
E00903,43,Male,Married,High School,IT,IT Support,2,0,0,2697,No,Travel_Rarely,7,3,2,3,4,Yes
E00904,40,Male,Divorced,Master,Finance,Finance Manager,4,4,2,8881,No,Travel_Rarely,16,1,2,3,4,No
E00905,35,Female,Married,Bachelor,Marketing,Brand Manager,2,3,1,4087,Yes,Travel_Frequently,7,3,4,3,3,No
E00906,47,Male,Divorced,PhD,Finance,Finance Manager,3,0,0,12453,No,Travel_Rarely,4,3,1,2,3,No
E00907,40,Male,Divorced,High School,Sales,Sales Executive,1,4,1,3858,No,Travel_Rarely,4,2,4,4,4,No
E00908,38,Female,Divorced,Master,Operations,Operations Analyst,2,8,3,5487,No,Travel_Rarely,2,4,1,3,4,No
E00909,43,Male,Married,High School,Finance,Financial Analyst,1,0,0,4676,No,Travel_Frequently,7,1,1,4,3,No
E00910,42,Female,Divorced,Bachelor,R&D,Senior Engineer,3,1,1,1713,No,Travel_Rarely,7,1,3,3,3,Yes
